model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,1003,1003,1003,0,6.372895,4.314322,0.377866,4.149873,63.489531,0.268543,0.452046,0.0704,0.0704,0.381458,0.000189,0.381647,0.377866,0.704885,0.384845,0.615155,1.0,3.398703,1.367751,1.650259,323,518
turtle_soup,valid,877,877,877,0,12.435768,7.777312,0.3626,7.573915,67.343216,1.07664,0.362592,-0.361786,-0.361786,0.724062,0.000316,0.724378,0.3626,0.660205,0.571266,0.625998,1.0,2.664845,1.170984,1.177645,431,250
