model,displacement_grade,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,strong,166,166,55,0,28.948721,19.948017,0.078313,7.558066,71.975904,0.120339,-0.03983,-1.365818,-1.365818,0.439333,0.0,0.439333,0.078313,0.114458,0.084337,0.253012,6.945783,1.142857,1.0,1.0,34,60
ifvg_retest,valid,161,161,55,0,36.670035,13.552319,0.093168,7.804355,67.347826,0.194303,0.112603,-1.440128,-1.440128,0.529687,0.000749,0.530436,0.093168,0.142857,0.099379,0.248447,6.304348,1.325,1.086957,1.1875,27,55
