model,session_label,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,london_open,26,26,25,0,2.883148,1.910287,0.115385,2.0,78.0,-0.64,-0.04,-1.936619,-1.936619,1.812553,0.011119,1.823673,0.115385,0.538462,0.115385,0.846154,1.307692,11.909091,10.428571,17.0,2,0
silver_bullet,ny_am,28,28,26,0,2.419259,0.993004,0.142857,2.0,78.0,-0.102861,-0.168524,-1.33246,-1.33246,1.081412,-0.000615,1.080797,0.142857,0.285714,0.142857,0.571429,1.357143,7.0625,9.375,13.5,0,0
silver_bullet,ny_pm,30,30,30,0,2.146305,1.722834,0.166667,2.0,78.0,-0.20527,-0.010364,-1.514775,-1.514775,1.502335,0.002077,1.504411,0.166667,0.466667,0.166667,0.7,1.333333,6.809524,4.642857,15.0,1,0
