model,model_family,direction,symbol,timeframe,timestamp,entry_mode,stop_mode,target_mode,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,risk,risk_bps,same_bar_policy,same_bar_ambiguous,session_window,ny_time,swept_level,sweep_extreme,fvg_low,fvg_high,fvg_ce,ifvg_low,ifvg_high,ifvg_ce,ob_low,ob_high,breaker_low,breaker_high,time_to_retest_bars,target_distance_r,metadata_json,mfe_r,mae_r,invalidated,target_hit,target_before_invalidation
turtle_soup,ict,short,BTCUSDT,5m,1776744300000,close,sweep_extreme,opposite_range,75600.0,75600.0,75600.0,75697.92,75697.92,75433.1,97.91999999999825,12.952380952380722,conservative,False,,,75674.9,75682.8,,,,,,,,,,,,1.704452614379056,"{""close_back_distance_bps"": 9.897601450414097, ""entry_mode"": ""close"", ""entry_price"": 75600.0, ""model_family"": ""ict"", ""risk"": 97.91999999999825, ""risk_bps"": 12.952380952380722, ""stop_loss"": 75697.92, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75682.8, ""sweep_swing_significance"": ""short"", ""swept_level"": 75674.9, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 1.0439392718072613}",0.4207516339869059,3.5447303921569855,True,False,False
turtle_soup,ict,short,BTCUSDT,5m,1776744600000,close,sweep_extreme,opposite_range,75569.0,75569.0,75569.0,75643.6138,75643.6138,75433.1,74.61380000000645,9.873598962538402,conservative,False,,,75594.7,75628.5,,,,,,,,,,,,1.8213788870153031,"{""close_back_distance_bps"": 3.399709238874827, ""entry_mode"": ""close"", ""entry_price"": 75569.0, ""model_family"": ""ict"", ""risk"": 74.61380000000645, ""risk_bps"": 9.873598962538402, ""stop_loss"": 75643.6138, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75628.5, ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 75594.7, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 4.471212928949107}",0.13670393412473575,5.0674272051547185,True,False,False
ifvg_retest,ict,short,BTCUSDT,5m,1776744600000,edge,ce,fixed_r,75613.2,75613.2,75613.2,75645.32264,75645.32264,75548.95472,32.12264000000141,4.2482846910329695,conservative,False,,,,,,,,75613.2,75647.2,75630.2,,,,,1,2.0,"{""breach_close"": 75600.0, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776744300000, ""entry_mode"": ""edge"", ""entry_price"": 75613.2, ""ifvg_ce"": 75630.2, ""ifvg_high"": 75647.2, ""ifvg_low"": 75613.2, ""model_family"": ""ict"", ""retest_depth"": 0.4500000000000856, ""risk"": 32.12264000000141, ""risk_bps"": 4.2482846910329695, ""source_fvg_direction"": ""bullish"", ""stop_loss"": 75645.32264, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",1.693509624364367,10.394537933370174,True,False,False
turtle_soup,ict,short,BTCUSDT,5m,1776744900000,close,sweep_extreme,opposite_range,75558.8,75558.8,75558.8,75645.11176,75645.11176,75433.1,86.31175999999687,11.423124771700564,conservative,False,,,75594.7,75630.0,,,,,,,,,,,,1.4563484744141661,"{""close_back_distance_bps"": 4.749010181929974, ""entry_mode"": ""close"", ""entry_price"": 75558.8, ""model_family"": ""ict"", ""risk"": 86.31175999999687, ""risk_bps"": 11.423124771700564, ""stop_loss"": 75645.11176, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75630.0, ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 75594.7, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 4.66963953822198}",0.0,4.498807578480812,True,False,False
turtle_soup,ict,short,BTCUSDT,5m,1776745500000,close,sweep_extreme,opposite_range,75593.5,75593.5,75593.5,75694.0187,75694.0187,75433.1,100.51870000000054,13.297267622216266,conservative,False,,,75674.9,75678.9,,,,,,,,,,,,1.5957229848773744,"{""close_back_distance_bps"": 10.756538825950768, ""entry_mode"": ""close"", ""entry_price"": 75593.5, ""model_family"": ""ict"", ""risk"": 100.51870000000054, ""risk_bps"": 13.297267622216266, ""stop_loss"": 75694.0187, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75678.9, ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 75674.9, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 0.5285768464841051}",0.11540141287149315,3.5177534130465666,True,False,False
turtle_soup,ict,short,BTCUSDT,5m,1776745800000,close,sweep_extreme,opposite_range,75581.8,75581.8,75581.8,75655.11636,75655.11636,75433.1,73.31635999999708,9.700266466265301,conservative,False,,,75594.7,75640.0,,,,,,,,,,,,2.0281967080744736,"{""close_back_distance_bps"": 1.706468839745932, ""entry_mode"": ""close"", ""entry_price"": 75581.8, ""model_family"": ""ict"", ""risk"": 73.31635999999708, ""risk_bps"": 9.700266466265301, ""stop_loss"": 75655.11636, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75640.0, ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 75594.7, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 5.99248360004113}",0.0,4.982516862539513,True,False,False
turtle_soup,ict,long,BTCUSDT,5m,1776746100000,close,sweep_extreme,opposite_range,75669.7,75669.7,75669.7,75566.76606,75566.76606,76232.3,102.93394000000262,13.603059084415907,conservative,False,,,75635.0,75581.9,,,,,,,,,,,,5.465641361828679,"{""close_back_distance_bps"": 4.58782309777181, ""entry_mode"": ""close"", ""entry_price"": 75669.7, ""model_family"": ""ict"", ""risk"": 102.93394000000262, ""risk_bps"": 13.603059084415907, ""stop_loss"": 75566.76606, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75581.9, ""sweep_swing_significance"": ""long"", ""swept_level"": 75635.0, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 7.020559264891362}",2.6949323031839807,0.2924205563295304,False,False,False
turtle_soup,ict,short,BTCUSDT,5m,1776746100000,close,sweep_extreme,opposite_range,75669.7,75669.7,75669.7,75711.23394,75711.23394,75433.1,41.53394000000844,5.488846922877776,conservative,False,,,75674.9,75696.1,,,,,,,,,,,,5.696546005506416,"{""close_back_distance_bps"": 0.6871499004289521, ""entry_mode"": ""close"", ""entry_price"": 75669.7, ""model_family"": ""ict"", ""risk"": 41.53394000000844, ""risk_bps"": 5.488846922877776, ""stop_loss"": 75711.23394, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75696.1, ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 75674.9, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 2.8014572863672953}",0.7247085154932363,6.678875156076027,True,False,False
turtle_soup,ict,long,BTCUSDT,5m,1776746400000,close,sweep_extreme,opposite_range,75682.5,75682.5,75682.5,75592.96350000001,75592.96350000001,76232.3,89.53649999998743,11.830542067186922,conservative,False,,,75635.0,75608.1,,,,,,,,,,,,6.140512528411096,"{""close_back_distance_bps"": 6.280161300984994, ""entry_mode"": ""close"", ""entry_price"": 75682.5, ""model_family"": ""ict"", ""risk"": 89.53649999998743, ""risk_bps"": 11.830542067186922, ""stop_loss"": 75592.96350000001, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 75608.1, ""sweep_swing_significance"": ""long"", ""swept_level"": 75635.0, ""target_mode"": ""opposite_range"", ""wick_extension_bps"": 3.5565545051886267}",2.955219379806481,0.27028083519012347,False,False,False
ifvg_retest,ict,long,BTCUSDT,5m,1776746400000,edge,ce,fixed_r,75652.6,75652.6,75652.6,75625.41948,75625.41948,75706.96104000002,27.180520000008983,3.5928071209725747,conservative,False,,,,,,,,75628.5,75652.6,75640.55,,,,,1,2.0,"{""breach_close"": 75669.7, ""breach_displacement_grade"": ""weak"", ""breach_time"": 1776746100000, ""entry_mode"": ""edge"", ""entry_price"": 75652.6, ""ifvg_ce"": 75640.55, ""ifvg_high"": 75652.6, ""ifvg_low"": 75628.5, ""model_family"": ""ict"", ""retest_depth"": 1.8464730290451972, ""risk"": 27.180520000008983, ""risk_bps"": 3.5928071209725747, ""source_fvg_direction"": ""bearish"", ""stop_loss"": 75625.41948, ""stop_mode"": ""ce"", ""target_mode"": ""fixed_r"", ""time_to_retest_bars"": 1}",10.834965629793054,0.0,False,True,True
