model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,13,13,13,0,11.22977,5.644968,0.307692,6.658247,82.307692,0.144282,0.846154,0.383369,0.383369,0.456272,0.006512,0.462784,0.307692,0.923077,0.538462,0.692308,1.0,4.0,1.166667,1.142857,6,7
turtle_soup,short,24,24,24,0,7.592367,5.770646,0.625,4.16387,82.083333,1.33874,0.916667,0.535806,0.535806,0.382107,-0.001246,0.380861,0.625,0.958333,0.666667,0.375,1.0,4.777778,1.478261,1.1875,5,11
