model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,39,39,39,0,3.350587,1.629994,0.461538,1.611424,73.846154,-0.066003,0.212793,-0.008714,-0.008714,0.221507,0.0,0.221507,0.461538,0.461538,0.128205,0.487179,1.0,3.421053,6.888889,3.0,5,34
turtle_soup,short,55,55,55,0,3.714195,1.947669,0.581818,1.920545,75.272727,0.295517,0.466257,0.264452,0.264452,0.201805,0.0,0.201805,0.581818,0.581818,0.181818,0.363636,1.0,4.0,2.65625,3.4,6,42
