model,timeframe,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,1h,50,50,50,0,3.225164,1.687088,0.46,1.949068,75.2,0.060334,0.381623,0.204847,0.204847,0.176776,0.0,0.176776,0.46,0.58,0.14,0.46,1.0,3.652174,4.172414,4.571429,6,39
turtle_soup,30m,44,44,44,0,3.947623,2.000575,0.613636,1.614139,74.090909,0.242332,0.33777,0.090061,0.090061,0.247709,0.0,0.247709,0.613636,0.477273,0.181818,0.363636,1.0,3.8125,4.190476,2.125,5,37
