model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ifvg_retest,high,332,332,115,0,46.865816,24.383283,0.060241,10.484457,75.981928,0.588421,0.320298,-1.517949,-1.517949,0.636635,0.000107,0.636742,0.060241,0.141566,0.123494,0.286145,7.331325,1.642105,1.191489,1.365854,84,0
ifvg_retest,medium,181,181,66,0,18.467763,9.564488,0.149171,1.874325,60.900552,0.026717,0.08154,-0.949778,-0.949778,0.376061,0.0,0.376061,0.149171,0.187845,0.143646,0.21547,4.883978,1.589744,1.088235,1.153846,22,181
