model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
reclaimed_ob,none,8,8,6,1,14.094478,4.011513,0.0,69.929127,98.125,-1.0,0.25,0.25,0.0,0.625,0.5,0.75,1.25,4.166667,1.0,1.25,4,0
reclaimed_ob,target_rr_below_3,1,1,1,0,1.911688,1.911688,0.0,2.356716,95.0,-1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,3.0,1.0,,1,1
