model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,managed_expectancy,avg_managed_outcome_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
reclaimed_ob,long,5,5,4,0,2.166609,1.76075,0.0,28.356535,96.6,-1.0,0.125,0.125,0.0,0.6,0.2,0.8,1.2,4.25,1.0,2.0,2,1
reclaimed_ob,short,4,4,3,1,25.937373,5.902339,0.0,105.001763,99.25,-1.0,0.5,0.5,0.0,0.75,0.75,0.75,1.25,3.666667,1.0,1.0,3,0
