model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
silver_bullet,long,20,20,20,0,3.519106,1.399104,0.2,2.0,78.0,-0.075451,0.000737,-0.336503,-0.336503,0.33724,0.2,0.5,0.2,0.65,1.0,7.153846,6.4,10.75,1,0
silver_bullet,short,19,19,19,0,1.747513,1.077932,0.210526,2.0,78.0,-0.066248,0.11421,-0.163226,-0.163226,0.277436,0.210526,0.526316,0.210526,0.631579,1.0,11.833333,8.7,6.25,1,0
