model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,37,37,37,0,3.86117,2.314313,0.702703,1.364558,72.972973,0.362877,0.483167,0.291893,0.291893,0.191274,0.0,0.191274,0.702703,0.567568,0.081081,0.27027,1.0,4.6,2.666667,3.333333,2,34
turtle_soup,valid,46,46,46,0,3.651502,2.503283,0.413043,2.14904,75.434783,-0.001703,0.405057,0.165417,0.165417,0.23964,0.0,0.23964,0.413043,0.652174,0.304348,0.543478,1.0,3.32,2.166667,2.857143,9,35
