model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,36,36,36,0,3.599133,2.193898,0.444444,1.62472,73.888889,-0.057483,0.235433,0.003596,0.003596,0.231837,0.0,0.231837,0.444444,0.5,0.194444,0.527778,1.0,3.736842,2.666667,3.0,5,31
turtle_soup,short,47,47,47,0,3.856672,2.530113,0.617021,1.933077,74.680851,0.328033,0.596472,0.388931,0.388931,0.207541,0.0,0.207541,0.617021,0.702128,0.212766,0.340426,1.0,3.625,2.212121,2.9,6,38
