model,htf_location,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,unknown,3546,3546,3546,0,9.948796,6.190964,0.318951,6.643547,67.577552,0.844606,0.441844,-0.261566,-0.261566,0.70341,-1e-06,0.703409,0.318951,0.713198,0.547659,0.661309,1.0,3.378252,1.198893,1.412461,1687,1000
