model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,1749,1749,1749,0,9.101807,5.945749,0.308176,6.271464,67.095483,0.801757,0.4228,-0.268071,-0.268071,0.690379,0.000493,0.690872,0.308176,0.703259,0.53745,0.672956,1.0,3.419711,1.213008,1.381915,838,525
turtle_soup,short,1797,1797,1797,0,10.77316,6.544903,0.329438,7.00569,68.046745,0.88631,0.460378,-0.255234,-0.255234,0.716094,-0.000482,0.715612,0.329438,0.722871,0.557596,0.649972,1.0,3.336473,1.185527,1.441118,849,475
