model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,2630,2630,2630,0,11.265028,7.664519,0.246768,8.333461,72.239544,1.00634,0.433178,-0.388535,-0.388535,0.821824,-0.000111,0.821714,0.246768,0.715209,0.606844,0.728517,1.0,3.395094,1.088251,1.295113,1524,84
turtle_soup,medium,916,916,916,0,6.169657,3.46671,0.526201,1.791501,54.19214,0.380239,0.466723,0.102986,0.102986,0.363422,0.000314,0.363737,0.526201,0.707424,0.377729,0.468341,1.0,3.30303,1.520062,1.953757,163,916
