model_family,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict,2783,2783,2759,16,4.718471,2.621483,0.31405,4.102916,45.857348,0.127538,0.31405,0.437298,0.258714,0.614086,1.205554,3.624927,2.451931,3.659722,0,1586
