model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2022-03-27,08:30-12:00,1,1,1,0,16.364021,16.364021,1.0,0.841471,70.0,0.841471,0.920736,0.689074,0.689074,0.231662,1.0,1.0,0.0,0.0,1.0,,2.0,,0,1
turtle_soup,2022-05-14,08:30-12:00,1,1,1,0,1.650412,1.650412,0.0,2.315259,80.0,1.650412,1.086968,1.04727,1.04727,0.039698,0.0,1.0,0.0,0.0,1.0,,6.0,,0,1
turtle_soup,2022-05-23,08:30-12:00,1,1,1,0,0.827708,0.827708,1.0,0.79351,70.0,0.79351,0.79351,0.705852,0.705852,0.087658,1.0,0.0,0.0,0.0,1.0,,,,0,1
turtle_soup,2022-05-24,08:30-12:00,1,1,1,0,0.966857,0.966857,1.0,0.376183,70.0,0.376183,0.376183,0.27955,0.27955,0.096633,1.0,0.0,0.0,0.0,1.0,,,,0,1
turtle_soup,2022-08-18,08:30-12:00,1,1,1,0,1.403782,1.403782,0.0,3.438346,90.0,-1.0,0.5,0.21401,0.21401,0.28599,0.0,1.0,0.0,1.0,1.0,2.0,1.0,,0,0
turtle_soup,2022-09-08,08:30-12:00,1,1,1,0,9.686115,9.686115,1.0,0.789707,70.0,0.789707,0.894854,0.805541,0.805541,0.089313,1.0,1.0,0.0,0.0,1.0,,7.0,,0,1
turtle_soup,2022-09-11,08:30-12:00,1,1,1,0,1.481125,1.481125,0.0,3.837735,90.0,-1.0,-1.0,-1.163984,-1.163984,0.163984,0.0,0.0,0.0,1.0,1.0,2.0,,,0,0
turtle_soup,2022-10-21,08:30-12:00,1,1,1,0,0.352021,0.352021,0.0,0.437879,70.0,-1.0,-1.0,-1.182372,-1.182372,0.182372,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
turtle_soup,2022-12-04,08:30-12:00,1,1,1,0,0.434638,0.434638,0.0,1.343235,70.0,-1.0,-1.0,-1.18072,-1.18072,0.18072,0.0,0.0,0.0,1.0,1.0,2.0,,,0,1
turtle_soup,2023-04-12,08:30-12:00,1,1,1,0,2.098568,2.098568,1.0,1.098837,70.0,1.098837,1.049418,0.959751,0.959751,0.089667,1.0,1.0,0.0,0.0,1.0,,18.0,,0,1
turtle_soup,2023-07-11,08:30-12:00,1,1,1,0,0.893946,0.893946,0.0,1.02786,70.0,-1.0,-1.0,-1.135624,-1.135624,0.135624,0.0,0.0,0.0,1.0,1.0,16.0,,,0,1
turtle_soup,2023-08-20,08:30-12:00,1,1,1,0,1.252315,1.252315,1.0,0.539814,70.0,0.539814,0.769907,0.597911,0.597911,0.171996,1.0,1.0,0.0,0.0,1.0,,5.0,,0,1
turtle_soup,2023-08-23,08:30-12:00,1,1,1,0,3.835949,3.835949,1.0,0.662659,70.0,0.662659,0.662659,0.538298,0.538298,0.124361,1.0,0.0,0.0,0.0,1.0,,,,0,1
turtle_soup,2023-10-02,08:30-12:00,1,1,1,0,3.179687,3.179687,1.0,1.368853,70.0,1.368853,1.184427,1.097709,1.097709,0.086718,1.0,1.0,0.0,0.0,1.0,,2.0,,0,1
turtle_soup,2023-10-13,08:30-12:00,1,1,1,0,1.279143,1.279143,1.0,1.046964,70.0,1.046964,1.023482,0.824893,0.824893,0.198589,1.0,1.0,0.0,0.0,1.0,,2.0,,0,1
