model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,16,16,16,0,3.723384,1.995365,0.75,1.042235,71.25,0.629405,0.535505,0.406261,0.406261,0.129245,0.75,0.5,0.0,0.125,1.0,11.5,5.75,,0,16
turtle_soup,valid,14,14,14,0,2.917403,1.185319,0.285714,1.870742,75.714286,-0.500323,-0.165298,-0.333239,-0.333239,0.167941,0.285714,0.428571,0.071429,0.714286,1.0,2.5,2.166667,1.0,1,10
