model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,14,14,14,0,4.818108,1.87449,0.571429,1.736786,74.285714,0.221826,0.431616,0.280554,0.280554,0.151063,0.571429,0.642857,0.071429,0.357143,1.0,3.0,5.777778,1.0,1,12
turtle_soup,short,16,16,16,0,2.060267,1.380134,0.5,1.159447,72.5,-0.002475,0.013206,-0.130808,-0.130808,0.144014,0.5,0.3125,0.0,0.4375,1.0,4.714286,1.4,,0,14
