model,model_family,direction,symbol,timeframe,timestamp,setup_timestamp,detected_at,entry_time,entry_mode,stop_mode,stop_model,target_mode,target_model,dol_priority,dol_target_type,dol_source,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,tp1_price,tp2_price,final_target,rr_to_target,logical_invalidation_model,logical_invalidation_price,partial_close_fraction,be_trigger_r,moved_to_be,exit_reason,risk,risk_bps,commission_bps,slippage_bps,round_trip_cost_bps,execution_cost_r,gross_managed_outcome_r,net_managed_outcome_r,same_bar_policy,same_bar_ambiguous,activated_trade,invalidated_before_entry,target_reached_before_entry,session_window,session_date,session_label,session_type,ny_time,htf_mode,htf_bias,htf_location,htf_zone_type,htf_objective_type,htf_objective_level,htf_draw_direction,htf_objective_unreached,htf_context_alignment,bias_alignment,htf_score_modifier,pd_array_type,pd_array_age_bars,p_d_value,is_in_p_d,has_smt_confirmation,smt_detected,smt_direction,smt_pair,smt_strength,smt_timestamp,decision_score,score_bucket,htf_alignment_score,draw_score,pd_location_score,poi_score,displacement_score,smt_score,killzone_score,target_rr_score,no_trade_reasons,pre_model_filter_pass,pre_model_allowed_directions,pre_model_reasons,htf_inside_poi,htf_approaching_poi,swept_level,sweep_extreme,sweep_liquidity_quality,sweep_level_age_bars,range_source,asian_range_window,asian_range_tz,asian_range_date,asian_range_start,asian_range_end,asian_range_high,asian_range_low,asian_range_width_bps,asian_sweep_breach_bps,asian_first_signal_only,displacement_grade,displacement_factor,body_ratio,range_expansion,breach_displacement_grade,turtle_quality,turtle_soup_min_stop_applied,turtle_soup_min_stop_bps,time_to_confirmation_bars,ltf_trigger_type,fvg_low,fvg_high,fvg_ce,fvg_fill_depth,ifvg_low,ifvg_high,ifvg_ce,ifvg_fill_depth,ifvg_min_retest_depth,source_fvg_age_bars,source_fvg_touches_before_inversion,silver_bullet_min_retest_depth,ob_low,ob_high,breaker_low,breaker_high,poi_retest_count,trigger_to_retest_bars,rejection_body_level,rejection_wick_extreme,current_wick_extreme,rejection_zone_low,rejection_zone_high,rejection_body_sweep_bps,rejection_min_wick_fraction,body_liquidity_sweep,mitigation_low,mitigation_high,time_to_retest_bars,retest_time,target_distance_r,time_to_entry_bars,bars_to_invalidation,bars_to_1r,bars_to_2r,metadata_json,mfe_r,mae_r,invalidated,invalidated_at,target_hit,tp1_hit,tp2_hit,final_target_hit,logical_invalidated,tp1_r,managed_outcome_r,managed_exit_reason,target_before_invalidation,hit_1r_before_invalidation,hit_2r_before_invalidation
turtle_soup,ict,long,BTCUSDT,1h,1660838400000,1660838400000,1660842000000,1660838400000,close,asian_sweep_extreme,sweep_extreme,fixed_r,fixed_r,99,fixed_r,fixed_r,23326.9,23326.9,23326.9,23245.33462,23245.33462,23490.03076,23408.46538,23490.03076,24260.0,2.0,sweep_extreme,23250.0,0.5,1.0,True,sl_hit,81.56538,34.96623211828404,4.0,1.0,10.0,0.28599,0.5,0.21401,conservative,False,True,False,False,08:30-12:00,2022-08-18,ny_open,,2022-08-18 12:00,aligned_only,bullish,discount,Breaker,equal_highs,24260.0,up,True,aligned,aligned,0.8,Breaker,5,0.3929898142600368,discount,True,True,bullish,BTCUSDT:ETHUSDT,0.631317,1660838400000,100,high,40,20,15,10,0,20,20,10,target_rr_below_3,True,long,,True,True,23280.0,23250.0,,,asian_range,00:00-08:00,UTC,2022-08-18,1660780800000,1660809600000,23505.2,23280.0,96.269761,12.886598,True,,,,,,valid,False,,,asian_range_reclaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1,2,1,,"{""asian_first_signal_only"": true, ""asian_range_date"": ""2022-08-18"", ""asian_range_end"": 1660809600000, ""asian_range_high"": 23505.2, ""asian_range_low"": 23280.0, ""asian_range_start"": 1660780800000, ""asian_range_tz"": ""UTC"", ""asian_range_width_bps"": 96.269761, ""asian_range_window"": ""00:00-08:00"", ""asian_sweep_breach_bps"": 12.886598, ""be_trigger_r"": 1.0, ""bias_alignment"": ""aligned"", ""close_back_distance_bps"": 20.14604810996626, ""dealing_range_source"": ""significant_swing_pair"", ""dol_priority"": 99, ""dol_source"": ""fixed_r"", ""dol_target_type"": ""fixed_r"", ""entry_mode"": ""close"", ""entry_price"": 23326.9, ""entry_time"": 1660838400000, ""exit_reason"": null, ""final_target"": 24260.0, ""has_smt_confirmation"": true, ""htf_allows_long"": true, ""htf_allows_short"": false, ""htf_approaching_poi"": true, ""htf_bias"": ""bullish"", ""htf_confidence"": 1.0, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""up"", ""htf_inside_poi"": true, ""htf_location"": ""discount"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""up"", ""htf_objective_level"": 24260.0, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_highs"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bullish"", ""htf_reason"": ""HTF bullish discount bullish Breaker; equal_highs up"", ""htf_score_modifier"": 0.8, ""htf_structure_bias"": ""bullish"", ""htf_zone_high"": 23804.4, ""htf_zone_low"": 23167.9, ""htf_zone_type"": ""Breaker"", ""is_in_p_d"": ""discount"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": ""sweep_extreme"", ""logical_invalidation_price"": 23250.0, ""ltf_trigger_type"": ""asian_range_reclaim"", ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2022-08-18 12:00"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_highs"", ""objective_unreached"": true, ""p_d_value"": 0.3929898142600368, ""partial_close_fraction"": 0.5, ""pd_array_age_bars"": 5, ""pd_array_type"": ""Breaker"", ""pre_model_allowed_directions"": ""long"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""range_source"": ""asian_range"", ""risk"": 81.56538, ""risk_bps"": 34.96623211828404, ""rr_to_target"": 2.0, ""session_date"": ""2022-08-18"", ""session_filter"": ""configured"", ""session_label"": ""ny_open"", ""session_window"": ""08:30-12:00"", ""smt_detected"": true, ""smt_direction"": ""bullish"", ""smt_pair"": ""BTCUSDT:ETHUSDT"", ""smt_primary_symbol"": ""BTCUSDT"", ""smt_secondary_symbol"": ""ETHUSDT"", ""smt_strength"": 0.631317, ""smt_timestamp"": 1660838400000, ""stop_loss"": 23245.33462, ""stop_mode"": ""asian_sweep_extreme"", ""stop_model"": ""sweep_extreme"", ""sweep_extreme"": 23250.0, ""sweep_time"": 1660838400000, ""swept_level"": 23280.0, ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""tp1_price"": 23408.46538, ""tp2_price"": 23490.03076, ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.224832, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.231911, ""wick_extension"": 30.0, ""wick_fraction"": 0.143816}, ""turtle_soup_min_stop_applied"": false, ""turtle_soup_min_stop_bps"": null, ""wick_extension_bps"": 12.88659793814433}",1.4037818496033487,25.830812043050635,True,,False,True,False,False,False,1.0,0.5,be_after_tp1,False,True,False
turtle_soup,ict,short,BTCUSDT,1h,1714914000000,1714914000000,1714917600000,1714914000000,close,asian_sweep_extreme,sweep_extreme,fixed_r,fixed_r,99,fixed_r,fixed_r,64088.3,64088.3,64088.3,64278.81766,64278.81766,63707.26468000001,63897.782340000005,63707.26468000001,41326.6,2.0,sweep_extreme,64266.0,0.5,1.0,True,logical_invalidation,190.5176599999977,29.72736989434853,4.0,1.0,10.0,0.33639,0.5,0.16361,conservative,False,True,False,False,08:30-12:00,2024-05-05,ny_open,,2024-05-05 09:00,aligned_only,bearish,premium,FVG,equal_lows,41326.6,down,True,aligned,aligned,-0.1,FVG,9,0.9225953468997705,premium,True,True,bearish,BTCUSDT:ETHUSDT,1.0,1714914000000,100,high,40,20,15,10,0,20,20,10,target_rr_below_3,True,short,,False,False,64170.6,64266.0,,,asian_range,00:00-08:00,UTC,2024-05-05,1714867200000,1714896000000,64170.6,62833.0,210.639698,14.866621,True,,,,,,valid,False,,,asian_range_reclaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1,2,1,,"{""asian_first_signal_only"": true, ""asian_range_date"": ""2024-05-05"", ""asian_range_end"": 1714896000000, ""asian_range_high"": 64170.6, ""asian_range_low"": 62833.0, ""asian_range_start"": 1714867200000, ""asian_range_tz"": ""UTC"", ""asian_range_width_bps"": 210.639698, ""asian_range_window"": ""00:00-08:00"", ""asian_sweep_breach_bps"": 14.866621, ""be_trigger_r"": 1.0, ""bias_alignment"": ""aligned"", ""close_back_distance_bps"": 12.825187858613702, ""dealing_range_source"": ""long_swing_pair"", ""dol_priority"": 99, ""dol_source"": ""fixed_r"", ""dol_target_type"": ""fixed_r"", ""entry_mode"": ""close"", ""entry_price"": 64088.3, ""entry_time"": 1714914000000, ""exit_reason"": null, ""final_target"": 41326.6, ""has_smt_confirmation"": true, ""htf_allows_long"": false, ""htf_allows_short"": false, ""htf_approaching_poi"": false, ""htf_bias"": ""bearish"", ""htf_confidence"": 0.8, ""htf_context_alignment"": ""aligned"", ""htf_draw_direction"": ""down"", ""htf_inside_poi"": false, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""htf_objective_level"": 41326.6, ""htf_objective_quality"": ""strong"", ""htf_objective_reached"": false, ""htf_objective_type"": ""equal_lows"", ""htf_objective_unreached"": true, ""htf_poi_direction"": ""bearish"", ""htf_reason"": ""HTF bearish premium bearish FVG; equal_lows down"", ""htf_score_modifier"": -0.1, ""htf_structure_bias"": ""bearish"", ""htf_zone_high"": 65750.0, ""htf_zone_low"": 65270.6, ""htf_zone_type"": ""FVG"", ""is_in_p_d"": ""premium"", ""logical_invalidation_confirmation"": ""body_close"", ""logical_invalidation_model"": ""sweep_extreme"", ""logical_invalidation_price"": 64266.0, ""ltf_trigger_type"": ""asian_range_reclaim"", ""model_family"": ""ict"", ""moved_to_be"": false, ""ny_time"": ""2024-05-05 09:00"", ""objective_is_equal_high_low"": true, ""objective_liquidity_quality"": ""strong"", ""objective_type"": ""equal_lows"", ""objective_unreached"": true, ""p_d_value"": 0.9225953468997705, ""partial_close_fraction"": 0.5, ""pd_array_age_bars"": 9, ""pd_array_type"": ""FVG"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""range_source"": ""asian_range"", ""risk"": 190.5176599999977, ""risk_bps"": 29.72736989434853, ""rr_to_target"": 2.0, ""session_date"": ""2024-05-05"", ""session_filter"": ""configured"", ""session_label"": ""ny_open"", ""session_window"": ""08:30-12:00"", ""smt_detected"": true, ""smt_direction"": ""bearish"", ""smt_pair"": ""BTCUSDT:ETHUSDT"", ""smt_primary_symbol"": ""BTCUSDT"", ""smt_secondary_symbol"": ""ETHUSDT"", ""smt_strength"": 1.0, ""smt_timestamp"": 1714914000000, ""stop_loss"": 64278.81766, ""stop_mode"": ""asian_sweep_extreme"", ""stop_model"": ""sweep_extreme"", ""sweep_extreme"": 64266.0, ""sweep_time"": 1714914000000, ""swept_level"": 64170.6, ""target_mode"": ""fixed_r"", ""target_model"": ""fixed_r"", ""tp1_price"": 63897.782340000005, ""tp2_price"": 63707.26468000001, ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.121512, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.235184, ""wick_extension"": 95.40000000000146, ""wick_fraction"": 0.140853}, ""turtle_soup_min_stop_applied"": false, ""turtle_soup_min_stop_bps"": null, ""wick_extension_bps"": 14.866621162962705}",4.011701592387877,7.409811772829952,True,,False,True,False,False,True,1.0,0.5,logical_invalidation_after_tp1,False,True,False
