model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,914,914,914,0,11.604182,7.478619,0.237418,8.160229,72.045952,0.855897,0.386309,-0.530494,-0.530494,0.917212,-0.000409,0.916803,0.237418,0.691466,0.583151,0.7407,1.0,3.184638,1.077532,1.358349,539,24
turtle_soup,medium,290,290,290,0,5.975155,3.404363,0.496552,1.779697,54.206897,0.299782,0.449314,0.016547,0.016547,0.43203,0.000737,0.432767,0.496552,0.717241,0.386207,0.496552,1.0,3.388889,1.581731,1.910714,56,290
