model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2025-06-12,08:30-12:00,1,1,1,0,1.13676,1.13676,0.0,2.0,80.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
turtle_soup,2025-06-14,08:30-12:00,1,1,1,0,0.743928,0.743928,0.0,2.0,80.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,8.0,,,0,1
turtle_soup,2025-06-19,08:30-12:00,1,1,1,0,0.364008,0.364008,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-06-20,08:30-12:00,1,1,1,0,0.431204,0.431204,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
turtle_soup,2025-06-21,08:30-12:00,1,1,1,0,3.30646,3.30646,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,10.0,15.0,0,1
turtle_soup,2025-06-23,08:30-12:00,1,1,1,0,2.61066,2.61066,1.0,2.0,60.0,2.0,1.0,0.880282,0.880282,0.119718,1.0,1.0,1.0,0.0,1.0,,4.0,5.0,0,1
turtle_soup,2025-06-28,08:30-12:00,1,1,1,0,0.361823,0.361823,0.0,2.0,60.0,0.361823,0.292228,0.167228,0.167228,0.125,0.0,0.0,0.0,0.0,1.0,,,,0,1
turtle_soup,2025-07-09,08:30-12:00,1,1,1,0,0.499591,0.499591,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,8.0,,,0,1
turtle_soup,2025-07-17,08:30-12:00,1,1,1,0,3.286077,3.286077,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,4.0,11.0,0,1
turtle_soup,2025-07-24,08:30-12:00,1,1,1,0,3.352069,3.352069,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,18.0,23.0,0,1
turtle_soup,2025-07-27,08:30-12:00,1,1,1,0,0.205316,0.205316,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,2.0,,,0,1
turtle_soup,2025-08-02,08:30-12:00,1,1,1,0,0.192002,0.192002,0.0,2.0,80.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-08-04,08:30-12:00,1,1,1,0,0.20338,0.20338,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,5.0,,,0,1
turtle_soup,2025-08-05,08:30-12:00,1,1,1,0,0.694707,0.694707,0.0,2.0,80.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
turtle_soup,2025-08-06,08:30-12:00,1,1,1,0,0.093928,0.093928,0.0,2.0,80.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-08-09,08:30-12:00,1,1,1,0,0.603965,0.603965,0.0,2.0,60.0,0.603965,0.406065,0.281065,0.281065,0.125,0.0,0.0,0.0,0.0,1.0,,,,0,1
turtle_soup,2025-08-10,08:30-12:00,1,1,1,0,0.669327,0.669327,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,17.0,,,0,1
turtle_soup,2025-08-20,08:30-12:00,1,1,1,0,1.857711,1.857711,0.0,2.0,60.0,1.857711,1.0,0.875,0.875,0.125,0.0,1.0,0.0,0.0,1.0,,2.0,,0,1
turtle_soup,2025-08-21,08:30-12:00,1,1,1,0,0.011876,0.011876,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-08-26,08:30-12:00,1,1,1,0,0.933196,0.933196,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,13.0,,,0,1
turtle_soup,2025-08-28,08:30-12:00,1,1,1,0,1.811156,1.811156,0.0,2.0,60.0,1.811156,1.0,0.875,0.875,0.125,0.0,1.0,0.0,0.0,1.0,,13.0,,0,1
turtle_soup,2025-08-30,08:30-12:00,1,1,1,0,0.353432,0.353432,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,19.0,,,0,1
turtle_soup,2025-09-02,08:30-12:00,1,1,1,0,2.76343,2.76343,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0,1
turtle_soup,2025-09-03,08:30-12:00,1,1,1,0,0.044687,0.044687,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,4.0,,,0,1
turtle_soup,2025-09-04,08:30-12:00,1,1,1,0,1.497222,1.497222,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
