model,score_bucket,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,high,13,13,13,0,1.279493,1.067202,0.230769,2.0,80.0,-0.187186,-0.325831,-0.44165,-0.44165,0.115819,0.230769,0.307692,0.230769,0.692308,1.0,3.777778,2.0,9.333333,0,13
turtle_soup,medium,85,85,85,0,1.82749,1.006663,0.211765,2.0,60.0,0.029815,-0.033613,-0.149754,-0.149754,0.116141,0.211765,0.447059,0.211765,0.611765,1.0,5.846154,6.5,9.722222,3,85
