model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,long,46,46,46,0,1.800597,1.164693,0.195652,2.0,62.173913,-0.09485,-0.174489,-0.294877,-0.294877,0.120387,0.195652,0.391304,0.195652,0.673913,1.0,5.387097,6.333333,11.555556,1,46
turtle_soup,short,52,52,52,0,1.714281,0.839274,0.230769,2.0,63.076923,0.085845,0.017954,-0.094351,-0.094351,0.112305,0.230769,0.461538,0.230769,0.576923,1.0,5.7,5.875,8.25,2,52
