"time","open","high","low","close","volume"
"1743465600000","82517.5","82676.2","82434.1","82437.9","1524.112"
"1743466500000","82437.9","82715.0","82383.3","82591.0","1149.201"
"1743467400000","82591.0","82700.0","82500.3","82692.8","655.089"
"1743468300000","82692.8","82775.4","82520.0","82598.4","1325.163"
"1743469200000","82598.4","82633.9","82409.6","82526.8","956.332"
"1743470100000","82526.9","82688.6","82456.1","82664.8","715.397"
"1743471000000","82664.9","82700.0","82505.0","82539.9","471.838"
"1743471900000","82540.0","82710.2","82539.9","82670.9","871.164"
"1743472800000","82670.9","82813.5","82610.1","82813.4","616.862"
"1743473700000","82813.4","82994.5","82813.4","82852.0","1621.952"
"1743474600000","82852.0","82920.1","82750.9","82918.5","667.012"
"1743475500000","82918.5","83094.3","82840.5","83060.7","1221.564"
"1743476400000","83060.8","83162.7","82988.2","83140.0","1014.782"
"1743477300000","83140.0","83213.0","83034.0","83045.9","1163.45"
"1743478200000","83046.0","83086.3","82939.0","82960.0","825.28"
"1743479100000","82960.1","83051.4","82888.0","82929.9","445.022"
"1743480000000","82930.0","82991.2","82856.0","82897.8","845.597"
"1743480900000","82897.7","83011.0","82846.1","83009.9","595.542"
"1743481800000","83010.0","83194.9","83009.9","83129.6","746.798"
"1743482700000","83129.7","83133.3","83011.2","83025.2","421.245"
"1743483600000","83025.3","83135.5","82970.8","83135.5","643.46"
"1743484500000","83135.4","83292.0","83127.4","83249.9","1348.551"
"1743485400000","83249.9","83290.0","83085.4","83132.9","516.027"
"1743486300000","83132.9","83153.8","82951.0","82967.1","924.141"
"1743487200000","82967.2","83011.0","82852.8","82962.0","1176.935"
"1743488100000","82961.9","83100.0","82930.2","83100.0","645.051"
"1743489000000","83100.0","83355.7","83080.2","83324.0","1572.396"
"1743489900000","83324.0","83460.0","83251.5","83420.1","1652.999"
"1743490800000","83420.2","83487.9","83334.0","83464.1","1317.448"
"1743491700000","83464.0","83547.3","83342.3","83416.9","988.145"
"1743492600000","83416.9","83565.0","83355.8","83491.6","1147.852"
"1743493500000","83491.5","83544.0","83395.1","83415.2","689.84"
"1743494400000","83415.2","83666.0","83401.0","83658.4","1604.501"
"1743495300000","83658.4","84000.0","83658.3","83892.6","3887.345"
"1743496200000","83892.6","84150.0","83878.6","83949.9","3694.322"
"1743497100000","83950.0","84181.2","83949.9","84069.9","2075.048"
"1743498000000","84070.0","84287.0","84062.0","84114.6","3436.859"
"1743498900000","84114.7","84259.2","84090.0","84185.9","1753.106"
"1743499800000","84185.9","84333.3","84155.0","84295.6","1924.111"
"1743500700000","84295.6","84359.0","84219.2","84314.8","1324.076"
"1743501600000","84314.8","84355.7","84123.3","84250.1","2429.685"
"1743502500000","84250.0","84474.8","84250.0","84378.6","2611.995"
"1743503400000","84378.5","84400.0","84128.2","84199.6","2723.127"
"1743504300000","84199.6","84307.8","84107.1","84139.9","1323.693"
"1743505200000","84139.9","84170.0","83908.3","84065.4","2681.279"
"1743506100000","84066.4","84138.8","83945.1","84010.5","1094.881"
"1743507000000","84010.6","84010.6","83790.0","83938.0","2225.724"
"1743507900000","83938.1","84010.0","83834.3","83879.9","1197.886"
"1743508800000","83880.0","84092.5","83871.6","84052.5","1659.975"
