"time","open","high","low","close","volume"
"1743465600000","82517.5","82775.4","82383.3","82598.4","4653.565"
"1743469200000","82598.4","82710.2","82409.6","82670.9","3014.731"
"1743472800000","82670.9","83094.3","82610.1","83060.7","4127.39"
"1743476400000","83060.8","83213.0","82888.0","82929.9","3448.534"
"1743480000000","82930.0","83194.9","82846.1","83025.2","2609.182"
"1743483600000","83025.3","83292.0","82951.0","82967.1","3432.179"
"1743487200000","82967.2","83460.0","82852.8","83420.1","5047.381"
"1743490800000","83420.2","83565.0","83334.0","83415.2","4143.285"
"1743494400000","83415.2","84181.2","83401.0","84069.9","11261.216"
"1743498000000","84070.0","84359.0","84062.0","84314.8","8438.152"
"1743501600000","84314.8","84474.8","84107.1","84139.9","9088.5"
"1743505200000","84139.9","84170.0","83790.0","83879.9","7199.77"
"1743508800000","83880.0","84119.4","83549.2","83569.7","7259.511"
"1743512400000","83569.7","83869.0","83360.2","83619.5","12074.672"
"1743516000000","83623.1","84332.3","82505.0","84147.3","32639.324"
"1743519600000","84147.4","85475.0","84133.8","85245.4","29173.124"
"1743523200000","85245.5","85452.5","84758.1","85067.0","14641.69"
"1743526800000","85067.0","85289.6","84857.4","85068.3","5736.738"
"1743530400000","85068.4","85130.4","84666.3","85074.3","6957.755"
"1743534000000","85074.3","85140.3","84770.0","84911.7","4657.02"
"1743537600000","84911.6","85329.3","84715.7","85193.7","5913.181"
"1743541200000","85193.7","85435.2","85075.0","85181.2","3103.253"
"1743544800000","85181.3","85431.5","85026.7","85065.1","3245.4"
"1743548400000","85065.0","85595.5","84923.1","85120.9","5397.623"
"1743552000000","85121.0","85217.9","84870.0","84918.5","4108.648"
"1743555600000","84918.4","85178.9","84806.0","85101.4","4534.61"
"1743559200000","85101.3","85127.6","84594.4","84674.1","6633.258"
"1743562800000","84674.0","84871.5","84479.2","84509.5","3979.677"
"1743566400000","84509.5","84695.0","84430.0","84568.5","4076.067"
"1743570000000","84568.5","84568.5","84075.1","84075.1","6217.983"
"1743573600000","84075.2","84326.4","83846.0","84089.4","8381.756"
"1743577200000","84089.4","84431.1","83970.0","84389.8","5546.593"
"1743580800000","84389.7","84728.0","84220.0","84621.3","5741.217"
"1743584400000","84621.3","85425.0","84588.4","84982.0","12532.889"
"1743588000000","84982.0","85262.6","84769.0","84822.7","6197.662"
"1743591600000","84822.7","84937.6","84500.1","84528.4","5572.296"
"1743595200000","84528.3","85037.9","84424.3","85009.3","7976.194"
"1743598800000","85009.3","86100.0","84424.1","85184.0","30117.481"
