model,turtle_quality,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,strong,2318,2318,2318,0,9.924337,6.730697,0.265746,2.0,61.018119,-0.202761,-0.010785,-1.025342,-1.025342,1.014557,0.265746,0.482312,0.265746,0.734254,1.0,4.737955,3.685152,6.118506,199,2318
turtle_soup,valid,1908,1908,1908,0,12.328446,8.22663,0.277254,2.0,60.859539,-0.167464,-0.008135,-1.293739,-1.293739,1.285604,0.277254,0.475891,0.277254,0.722222,1.0,3.83164,3.082599,4.618147,234,1908
