model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2025-05-01,00:00-08:00,8,8,8,0,6.828313,4.945951,0.375,2.0,62.5,0.125,-0.0625,-1.347894,-1.347894,1.285394,0.375,0.375,0.375,0.625,1.0,2.8,5.666667,8.666667,0,8
turtle_soup,2025-05-01,08:30-12:00,12,12,12,0,4.833677,5.12639,0.083333,2.0,61.666667,-0.75,-0.291667,-0.953614,-0.953614,0.661947,0.083333,0.416667,0.083333,0.916667,1.0,2.909091,2.0,5.0,2,12
turtle_soup,2025-05-01,14:00-15:45,7,7,7,0,3.474496,3.241151,0.142857,2.0,68.571429,-0.571429,-0.214286,-0.837641,-0.837641,0.623356,0.142857,0.428571,0.142857,0.857143,1.0,5.166667,2.666667,3.0,0,7
turtle_soup,2025-05-02,00:00-08:00,34,34,34,0,8.397873,6.691117,0.176471,2.0,64.117647,-0.470588,-0.205882,-1.30248,-1.30248,1.096597,0.176471,0.411765,0.176471,0.823529,1.0,3.464286,2.642857,8.166667,4,34
turtle_soup,2025-05-02,08:30-12:00,17,17,17,0,4.760113,3.788077,0.235294,2.0,65.882353,-0.294118,-0.058824,-0.70456,-0.70456,0.645736,0.235294,0.470588,0.235294,0.764706,1.0,3.384615,2.5,3.25,2,17
turtle_soup,2025-05-02,14:00-15:45,7,7,7,0,5.022886,1.25877,0.142857,2.0,62.857143,-0.571429,-0.428571,-1.36963,-1.36963,0.941059,0.142857,0.285714,0.142857,0.857143,1.0,3.333333,1.0,3.0,0,7
turtle_soup,2025-05-03,00:00-08:00,44,44,44,0,5.204685,3.980763,0.25,2.0,60.909091,-0.25,-0.102273,-1.51869,-1.51869,1.416417,0.25,0.431818,0.25,0.75,1.0,3.666667,3.842105,7.636364,3,44
turtle_soup,2025-05-03,08:30-12:00,13,13,13,0,10.559224,8.518778,0.384615,2.0,60.0,0.153846,0.192308,-1.310682,-1.310682,1.50299,0.384615,0.538462,0.384615,0.615385,1.0,3.25,3.285714,5.2,2,13
turtle_soup,2025-05-03,14:00-15:45,11,11,11,0,6.760454,5.43843,0.181818,2.0,63.636364,-0.454545,0.136364,-1.309822,-1.309822,1.446185,0.181818,0.636364,0.181818,0.818182,1.0,6.333333,5.428571,6.5,1,11
turtle_soup,2025-05-04,00:00-08:00,44,44,44,0,7.754287,6.012037,0.159091,2.0,60.909091,-0.522727,-0.261364,-1.725797,-1.725797,1.464433,0.159091,0.386364,0.159091,0.840909,1.0,5.0,4.764706,2.571429,1,44
turtle_soup,2025-05-04,08:30-12:00,22,22,22,0,12.002371,7.283921,0.272727,2.0,61.818182,-0.181818,-0.045455,-1.270653,-1.270653,1.225198,0.272727,0.454545,0.272727,0.727273,1.0,4.125,2.6,5.166667,3,22
turtle_soup,2025-05-04,14:00-15:45,10,10,10,0,9.293736,5.418405,0.3,2.0,60.0,-0.1,-0.25,-1.581339,-1.581339,1.331339,0.3,0.3,0.3,0.7,1.0,3.428571,3.666667,4.666667,0,10
turtle_soup,2025-05-05,00:00-08:00,33,33,33,0,7.397165,6.270522,0.121212,2.0,62.424242,-0.636364,-0.333333,-1.556202,-1.556202,1.222869,0.121212,0.363636,0.121212,0.878788,1.0,4.551724,3.666667,6.0,4,33
turtle_soup,2025-05-05,08:30-12:00,27,27,27,0,8.703499,6.020421,0.185185,2.0,62.962963,-0.444444,-0.259259,-1.059136,-1.059136,0.799876,0.185185,0.37037,0.185185,0.814815,1.0,2.818182,1.9,4.8,7,27
turtle_soup,2025-05-05,14:00-15:45,5,5,5,0,6.610734,7.064849,0.8,2.0,60.0,1.4,1.0,0.109125,0.109125,0.890875,0.8,0.8,0.8,0.2,1.0,2.0,2.25,4.25,0,5
turtle_soup,2025-05-06,00:00-08:00,42,42,42,0,13.582408,12.081298,0.333333,2.0,60.0,0.0,0.083333,-1.218858,-1.218858,1.302192,0.333333,0.5,0.333333,0.666667,1.0,3.571429,3.095238,5.571429,4,42
turtle_soup,2025-05-06,08:30-12:00,14,14,14,0,15.935714,10.044487,0.285714,2.0,60.0,-0.142857,0.25,-0.545049,-0.545049,0.795049,0.285714,0.642857,0.285714,0.714286,1.0,4.2,2.111111,2.5,3,14
turtle_soup,2025-05-06,14:00-15:45,5,5,5,0,6.217723,4.246193,0.0,2.0,64.0,-1.0,-1.0,-2.118852,-2.118852,1.118852,0.0,0.0,0.0,1.0,1.0,1.8,,,1,5
turtle_soup,2025-05-07,00:00-08:00,36,36,36,0,12.747167,12.390177,0.222222,2.0,60.555556,-0.333333,0.138889,-1.305386,-1.305386,1.444275,0.222222,0.611111,0.222222,0.777778,1.0,4.857143,2.545455,3.5,6,36
turtle_soup,2025-05-07,08:30-12:00,27,27,27,0,12.127759,10.813901,0.111111,2.0,60.0,-0.666667,-0.111111,-1.014289,-1.014289,0.903178,0.111111,0.518519,0.111111,0.888889,1.0,4.666667,4.142857,3.333333,7,27
turtle_soup,2025-05-07,14:00-15:45,8,8,8,0,9.526008,6.303133,0.25,2.0,60.0,-0.25,-0.1875,-0.530465,-0.530465,0.342965,0.25,0.375,0.25,0.75,1.0,2.666667,8.0,32.0,0,8
turtle_soup,2025-05-08,00:00-08:00,26,26,26,0,15.913502,4.652896,0.423077,2.0,60.0,0.269231,0.057692,-1.193054,-1.193054,1.250746,0.423077,0.423077,0.423077,0.576923,1.0,4.0,3.454545,7.272727,0,26
turtle_soup,2025-05-08,08:30-12:00,23,23,23,0,21.817069,13.585194,0.173913,2.0,60.869565,-0.478261,-0.304348,-1.073542,-1.073542,0.769194,0.173913,0.347826,0.173913,0.826087,1.0,3.526316,2.0,2.0,7,23
