model,htf_bias,count,valid_outcome_count,skipped_outcome_count,invalid_risk_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 3,bullish,3,3,0,0,3,0,3.857193,3.12895,10.095366,12.024654,1.0,0.666667,0.666667,1.0,0.0,0.0,5.0,BTCUSDT,30m
