model,no_trade_reasons,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict2022_mss_fvg,none,1,1,1,0,1.003058,1.003058,0.0,3.329711,98.0,-1.0,-1.0,-1.161556,-1.161556,0.161556,0.0,0.161556,0.0,0.0,0.0,1.0,1.0,1.0,,,0,0
ict2022_mss_fvg,target_rr_below_2,36,36,36,0,1.45191,0.829989,0.527778,0.288625,78.0,-0.314512,-0.298181,-0.357212,-0.357212,0.058678,0.000352,0.05903,0.527778,0.111111,0.055556,0.444444,1.194444,1.6875,1.5,1.0,4,36
ict2022_mss_fvg,target_rr_below_3,23,23,22,0,1.266917,0.841552,0.043478,2.031265,88.0,-0.47921,-0.571462,-0.617249,-0.617249,0.040685,0.003112,0.043797,0.043478,0.130435,0.043478,0.73913,1.347826,5.764706,10.333333,9.0,0,23
