model,direction,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict2022_mss_fvg,long,34,34,33,0,1.137211,0.632525,0.264706,1.09053,82.705882,-0.30698,-0.3726,-0.422352,-0.422352,0.046109,0.002179,0.048289,0.264706,0.117647,0.029412,0.558824,1.294118,3.263158,8.5,9.0,2,33
ict2022_mss_fvg,short,26,26,26,0,1.677541,1.404296,0.423077,0.89851,81.461538,-0.489796,-0.461958,-0.525502,-0.525502,0.063154,0.000391,0.063545,0.423077,0.115385,0.076923,0.576923,1.192308,4.266667,1.0,1.0,2,26
