model,target_mode,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,avg_funding_cost_r,avg_total_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
ict2022_mss_fvg,nearest_liquidity,60,60,59,0,1.375322,0.872943,0.333333,1.007321,82.166667,-0.387543,-0.411978,-0.467808,-0.467808,0.053495,0.001404,0.0549,0.333333,0.116667,0.05,0.566667,1.25,3.705882,5.285714,3.666667,4,59
